Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,Demand_MW_z23,Demand_MW_z24,Demand_MW_z25,Demand_MW_z26,Demand_MW_z27,thi
2000.0,1.0,1.0,1.0,2000.0,1.0,168.0,168.0,1,561.4492581758341,4827.748311811836,6022.565158622684,2448.1475349109705,263.1297153226228,302.39617554970886,3110.3100495004173,5084.338874843028,16605.668814421515,3885.2815436013857,6227.457388278377,1022.2549447489056,2452.33836,3102.362581755884,692.5722116891681,1132.6223224839025,1471.141200244017,172.37303503003946,102.1428775648629,5209.721962619851,29275.68538300498,1060.5611940781866,8064.668702559705,256.79388803168456,50.94159381613614,865.7387584789909,684.3558314,81.2528788814
,2.0,1.0,0.0,1800.0,,,,2,528.2093497314823,4546.768421370845,5431.947964325412,2307.674893358161,248.06872544410288,283.8748506,2924.3678919994923,4799.055726,15587.45507375325,3648.0691844987487,5740.658938,942.3384907563716,2336.9698724691543,2956.6150410019104,659.9906469061623,1079.333720657644,1404.412112369568,164.55531257617736,97.51120419681396,4973.340600746578,26948.746963808848,1001.530327342974,7765.958339857749,247.28931148634084,49.07481929175825,829.6966146866855,655.8675512729196,79.63750467194886
,3.0,1.0,0.0,1100.0,,,,3,527.000672,4495.801807912676,5250.903304491257,2295.6441873044723,246.8057646518638,282.9469574491928,2919.001916494588,4756.542444713978,15412.79341243679,3628.592326059533,5617.363677418159,922.1078692166312,2350.0761537339727,2973.364376523767,663.7050745380858,1085.3864947385098,1414.907530530908,165.7980592561423,98.24778194799214,5010.435877959756,26319.728405917165,1002.7074811380472,7864.667380339358,250.42470970685704,49.70458116467744,838.2292015917183,662.6206677762806,78.57764991604
,4.0,0.0,0.0,400.0,,,,4,521.4738288751497,4386.3737513454325,5047.959706,2253.7579673377327,242.33835758481047,280.4298332675097,2896.883742113488,4639.470599,15010.211339714358,3581.645429089552,5439.193452555955,892.8606016974211,2336.8669128290944,2956.804170699511,659.9711314255089,1079.2816947282572,1412.2250978434208,165.4815791165805,98.05980408,5000.897611633368,25467.359769939507,996.6846651551132,7836.089560787906,249.51857158871985,49.52229111718774,836.9567676365384,661.6235629679205,77.93265347072642
,,,,,,,,5,516.7076272677854,4232.684663991127,4808.027394,2193.249836008702,235.87451975251776,279.9072439998982,2895.3787037285074,4465.736747260582,14444.056824726906,3541.0245829565547,5215.075861976034,856.0702200155773,2317.2318162857814,2932.1750850263384,654.4233001042896,1070.2180168501498,1412.0221763417971,165.4479484913145,98.04076579,5000.149529752411,24330.81897096406,993.8542764599036,7727.702567509516,246.06698222209977,48.82326000792632,834.6450890138743,659.8078571433845,77.733272813864
,,,,,,,,6,532.8923685561051,4209.974142902195,4739.802831,2204.807245429635,237.17461883154783,290.6521821877915,3010.1908166470653,4412.906539995463,14285.778454745414,3638.035474435523,5177.744294862292,849.9466302123102,2377.403861688889,3008.5858427439894,671.4087364448455,1098.0154671564812,1465.1572548681222,171.66314891620223,101.71767212658276,5188.267232489689,23937.844742229703,1030.5221788797242,7821.595180751889,249.0576358830907,49.418986109886994,862.3844353620592,681.7400466155309,77.62070294181049
,,,,,,,,7,542.0043688548473,4179.814903901928,4770.583537550126,2191.1567278013936,235.7167532505839,293.9500508959265,3046.1717625103206,4338.424601946966,14041.17756500198,3703.919929578027,5227.541846679685,858.1185603276913,2380.959911637557,3013.153723,672.4018135,1099.6594331893252,1480.4894790648375,173.44929593078777,102.7692003292174,5242.619232652075,23654.67430955485,1041.772913787476,7711.090989,245.52534046151035,48.699686438141256,864.8997658618273,683.7334357842542,77.4191617264933
,,,,,,,,8,598.0096249888403,4579.407397670743,5556.218845,2388.098525612492,256.8624514,322.0707659,3337.538892649355,4778.521590976122,15311.488400098524,4101.334621076908,5958.367572202064,978.0848381606454,2585.874966486838,3272.1433689896057,730.2680360710762,1194.318182,1608.3479541820684,188.4247488446597,111.64176899013684,5695.473013929888,26249.145564508963,1139.0144652413294,8259.072155924046,262.9770468407856,52.14611564776347,931.4763086,736.3631848488485,78.52316946176
,,,,,,,,9,636.8039558566793,4895.156685660798,6210.538175836776,2527.408663350125,271.79910117057665,342.0827435675375,3540.751296601736,5129.048333389131,16377.211350480064,4368.774979746518,6510.202539670005,1068.6692832396836,2709.9919033074048,3428.967086141655,765.3151607705595,1251.6412116134472,1684.7746751200257,197.3666968997153,116.9417307661554,5966.213273429801,28237.88006603198,1203.5294408172963,8584.291116373393,273.32392219594885,54.213288490109406,970.9894539748052,767.5936394746627,78.09304557129346
,,,,,,,,10,660.9712307083404,5098.114444080133,6622.508535965569,2612.848918559748,280.96851383330306,354.81337741036685,3665.06240348568,5328.096388,17047.817818487947,4526.297820123855,6849.297065062278,1124.3359749330457,2779.3998116255034,3516.7461447421374,784.9200564346716,1283.7036126030728,1724.9046093953443,202.0638809335836,119.71706243731904,6108.356720187327,29454.694539950524,1244.4936970799995,8756.690813390773,278.8110190017408,55.29851142878507,994.6616213798764,786.3136199052635,77.3621249853905
