Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,Demand_MW_z23,Demand_MW_z24,Demand_MW_z25,Demand_MW_z26,Demand_MW_z27,thi
2000.0,1.0,1.0,1.0,2000.0,1.0,168.0,168.0,1,656.2773287,5643.148903,7039.768806,2861.636561,307.5719919,353.4705076,3635.637488,5943.077288,19410.3453,4541.500689,7279.267075,1194.912514,2866.535212,3626.347703,809.5467834,1323.920802,1719.615091,201.4866229,119.3946806,6089.637421,34220.31166,1239.68864,9426.781059,300.1660513,59.54556466,1011.960941,799.9426669,78.77878638050251
,2.0,1.0,0.0,1800.0,,,,2,598.3522102,5150.550507,6153.276294,2614.119522,281.010683,321.5716351,3312.70545,5436.33997,17657.37051,4132.509696,6502.982133,1067.475082,2647.304689,3349.234816,747.63323,1222.662411,1590.909157,186.4072172,110.4600753,5633.768774,30527.3701,1134.52722,8797.228484,280.1277678,55.59164487,939.8750769,742.9626134,77.991357690675
,3.0,1.0,0.0,1100.0,,,,3,534.3015893,4558.085367,5323.647825,2327.447389,250.2249415,286.8668241,2959.440939,4822.438231,15626.31787,3678.861812,5695.185036,934.8824893,2382.63344,3014.556521,672.8998558,1100.42313,1434.509257,168.0949784,99.60887877,5079.849031,26684.35444,1016.598705,7973.622245,253.8940224,50.39317429,849.8417905,671.800426,76.52948223485
,4.0,0.0,0.0,400.0,,,,4,511.9885735,4306.588587,4956.140742,2212.763638,237.9303872,275.3290047,2844.191391,4555.081775,14737.18577,3516.497727,5340.258212,876.6200727,2294.360888,2903.021908,647.966704,1059.650292,1386.537681,162.4715814,96.27616273,4909.934675,25004.12576,978.5556469,7693.556405,244.9799979,48.62151422,821.7330915,649.5890789,75.43155754808087
,,,,,,,,5,500.3184217,4098.430135,4655.52384,2123.683179,228.3929271,271.0289981,2803.541552,4324.090149,13985.9126,3428.708494,5049.66133,828.9169324,2243.732633,2839.170806,633.6659561,1036.272276,1367.234911,160.200183,94.93105698,4841.552145,23559.0812,962.3306813,7482.591214,238.2620997,47.27465805,808.171375,638.8797229,74.36314495464
,,,,,,,,6,515.6819417,4074.007752,4586.724958,2133.600232,229.5147673,281.2652057,2912.972932,4270.386193,13824.40134,3520.540559,5010.522554,822.4965386,2300.622625,2911.419793,649.7247499,1062.553682,1417.838165,166.1190724,98.43257243,5020.70564,23164.74205,997.2401736,7568.986962,241.0140074,47.82293802,834.5326493,659.7223974,73.287822105907
,,,,,,,,7,519.1879851,4003.860121,4569.759576,2098.917116,225.7939478,281.5758385,2917.939173,4155.792936,13450.09581,3547.998569,5007.481626,821.9949357,2280.730286,2886.311071,644.0961786,1053.367829,1418.166335,166.1477207,98.44299625,5021.92431,22658.89981,997.9181186,7386.482515,235.1896297,46.64960936,828.4906775,654.9507813,72.859025997475
,,,,,,,,8,543.1020456,4158.938956,5046.062295,2168.829966,233.278056,292.4991246,3031.095361,4339.771038,13905.63015,3724.761491,5411.286845,888.2798105,2348.447124,2971.704272,663.2168575,1084.659211,1460.673921,171.1241128,101.3911325,5172.530534,23839.02208,1034.433327,7500.747137,238.8312263,47.35820444,845.9507464,668.7523667,73.15246947799001
,,,,,,,,9,553.2619567,4252.963477,5395.780714,2195.839158,236.1419102,297.205076,3076.241868,4456.170994,14228.69301,3795.637529,5656.132256,928.4710833,2354.469393,2979.122573,664.9138396,1087.439014,1463.74991,171.4742566,101.6002024,5183.508676,24533.36641,1045.639003,7458.122168,237.4666907,47.10107372,843.605823,666.8934058,71.90115443264267
,,,,,,,,10,591.7865353,4564.488352,5929.322185,2339.358715,251.5591838,317.6746121,3281.435682,4770.397795,15263.40115,4052.524498,6132.372471,1006.650305,2488.476515,3148.643874,702.7614806,1149.336731,1544.356661,180.9135987,107.186126,5468.98729,26371.63438,1114.230966,7840.116902,249.6275167,49.51034624,890.5491304,704.009178,71.885006345938
