Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,thi
2000.0,1.0,1.0,1.0,2000.0,1.0,168.0,168.0,1,1794.9862955651004,15189.619659932834,8095.807299956046,884.3219289831122,953.1043356113324,9885.55522721317,1521.9650138776228,12002.448409794371,8033.233075260287,10276.0826769601,2297.7028101945043,3731.889692978423,4740.667704409817,563.0249247617902,331.5212893525635,17201.161838515996,3540.5377163583307,15808.021442556164,512.4396460706794,99.21405837562465,2873.782726091972,2344.407584627896,78.77878638050251
,2.0,1.0,0.0,1800.0,,,,2,1622.575046377211,13570.264054733934,7279.766878261295,795.2795927685037,863.8672929083292,8965.03965211725,1367.7659280372284,10833.207551072752,7315.826445243684,9358.74700512506,2092.481747586972,3398.601728977805,4320.040549231074,513.0772338084525,302.1120195972968,15674.828243287431,3220.160591469096,14377.645211756811,466.0733512340494,90.27003161240124,2625.119786902617,2141.5770224610487,77.991357690675
,3.0,1.0,0.0,1100.0,,,,3,1434.97940074577,11804.825197572554,6375.412129093308,696.5758743368191,767.8280927312002,7972.5816878972755,1191.392415485211,9567.457239684354,6497.78388656757,8312.593692231718,1858.5298204269573,3018.5867694687795,3848.7428526236313,457.1021389193364,269.1289897629868,13964.655718290162,2867.398061447778,12802.529786039846,415.01135832070526,80.3705744560851,2339.066360993488,1908.2281565064875,76.52948223485
,4.0,0.0,0.0,400.0,,,,4,1361.443855055653,10872.600584736618,5925.156704453287,647.5152435587041,736.3910966264941,7650.74572955122,1094.4245691274816,9065.975470428491,6162.3058768225255,7883.926767245825,1762.544923648511,2862.706102470353,3681.850895900127,437.2735136938419,257.46476685655296,13359.013234730835,2742.5025701418954,12244.967150021615,396.9465784860389,76.81171581631112,2230.0702942993644,1819.319627332761,75.43155754808087
,,,,,,,,5,1310.4358531900025,10053.261214522112,5540.023016415587,605.5709791604926,715.510389027335,7437.6015179446595,1003.1191516614916,8706.418129294187,5890.79702814026,7537.242250560375,1684.8901262199174,2736.6030490640137,3563.658260300614,423.2549449475515,249.2029210063175,12930.10218275162,2654.6995473041475,11852.951630118365,384.2395617351663,74.41386685333345,2146.438877335053,1751.1249752196825,74.36314495464
,,,,,,,,6,1327.7945738622316,9948.162038879136,5476.911573321739,598.7119536280318,720.9890124775002,7496.546837953563,974.5116899683992,8818.123906999235,5862.726837782905,7501.557817271794,1676.8658719142456,2723.554071416124,3582.753754795629,425.52128714039327,250.53731060159683,12999.504812997804,2669.5867726599067,11919.392802696972,386.4036566428985,74.7659978032182,2141.548195532766,1747.121666805284,73.287822105907
,,,,,,,,7,1319.9474833418317,9924.59520814159,5407.648389326786,591.0855876688032,710.4459234696775,7387.337997582857,966.4008338063068,8772.706140629396,5740.743692178018,7344.983288631029,1641.9938785763488,2666.8927714228016,3510.7338048946417,416.95821218709415,245.4942417113536,12738.27894687986,2626.2370858757604,11725.8483181445,380.10261809536416,73.58655809720098,2085.090248220874,1701.0542745719388,72.859025997475
,,,,,,,,8,1390.1266685622006,10550.150184536657,5683.586390262336,621.1722418483417,742.9653984693784,7722.283202054917,1026.670242579774,9236.640241861953,5952.08808887557,7615.032168191545,1702.419330488062,2765.0724648092064,3644.389753165868,432.8215323363684,254.8376677414083,13223.431846351225,2734.525362003427,12209.305935359773,395.7967086926394,76.64805934687696,2154.632499066811,1757.7814005903608,73.15246947799001
,,,,,,,,9,1431.6039441166738,10898.974481983649,5824.287664562472,636.4715880470144,760.6851242323166,7899.320102177904,1055.349777279993,9500.14403486902,6052.372450071325,7743.238519810538,1731.100541461574,2811.662027169592,3707.330905163696,440.3133132599283,259.2437617606962,13451.938791202443,2790.475002663688,12459.07186640991,403.8962761618877,78.19782094095517,2189.276645463636,1786.0568340078944,71.90115443264267
,,,,,,,,10,1539.3764619691065,11826.682142879166,6265.95472402276,684.708520001596,814.1658709390034,8454.256031461155,1135.420826621239,10189.04392863514,6439.185983532279,8238.292243657432,1841.745984336941,2991.3555678808093,3951.093527573032,469.26364523738647,276.2820973476185,14336.46390017449,2983.8648962420684,13322.55639503658,431.8718931579783,83.61608333804911,2332.895991493905,1903.215459413695,71.885006345938
,,,,,,,,11,1568.6280643534485,12117.998462630729,6395.356720604756,698.7816897400919,826.7497469003416,8587.773871302674,1157.1050224749526,10355.440953324784,6516.206762801947,8336.83176456907,1863.78778055412,3027.146072024724,3997.27627932747,474.7391600995453,279.5281377133308,14504.067303470403,3030.3312860880865,13530.083995357125,438.597959167704,84.93598651947012,2359.8483085062767,1925.2218047815047,71.96398389987054
,,,,,,,,12,1596.915347669394,12333.776614710938,6521.750771683988,712.5663433259297,838.9665741120411,8716.781488929126,1174.134608966062,10514.877458944196,6596.145053278614,8439.06363437969,1886.6203447836613,3064.258962137152,4044.292706214816,480.3139447414953,282.80862173846856,14674.72989518639,3078.9863569479107,13747.282071322705,445.6426402179332,86.29275590028345,2388.286412408622,1948.401163473672,72.1279875184175
,,,,,,,,13,1648.0935531943487,12708.014854443842,6734.603235424145,735.7758407912385,863.495337934847,8971.323917102653,1207.7391172593154,10833.399140325006,6760.095156974222,8648.768487014317,1933.5332189348587,3140.443835294109,4144.339038044379,492.1978176812588,289.78577785464427,15037.844635775777,3172.1147513191654,14163.16288034357,459.12151251702807,88.89872594849133,2446.326443356208,1995.7498292330788,72.73198073994
,,,,,,,,14,1697.6643602458112,13055.677322695352,6923.34429500036,756.3411819236916,888.0458937792602,9224.90379450429,1237.6294813334343,11147.73645305433,6901.962639772009,8830.336991945027,1974.1087169765017,3206.3374779673786,4243.335230301939,503.97353286370617,296.7313459441612,15397.097866476131,3262.66394662692,14567.319796290449,472.2176029746681,91.4296647220274,2499.094062516592,2038.8243696762736,73.42845417049
,,,,,,,,15,1845.6298135086288,14094.910822629392,7495.147164115184,818.8059852958232,965.61140048163,10028.843766782862,1330.2761417971717,12113.323999452696,7448.030730348337,9529.317554613552,2130.276142702429,3460.0283910431444,4603.135445556495,546.7179470114017,321.8895981979519,16702.66649195746,3542.837075325172,15818.474838241824,512.7645085204133,99.27528465799402,2703.75397975403,2205.7590424990863,75.502469412825
,,,,,,,,16,1985.5108539744456,14918.083890893551,7969.195447198694,870.6292335806598,1038.0915133976791,10777.166110332902,1407.4105613626543,13040.282246256547,7927.413389742291,10143.101731182292,2267.4061948515364,3682.7536087074977,4942.497517442368,586.9998518588088,345.61513326662225,17934.042064729903,3796.8647936096463,16952.68499805538,549.5375574840718,106.39151359861977,2888.20839977952,2356.2649534332418,77.17801807555401
,,,,,,,,17,2090.384435858297,15510.994271501888,8290.115229562887,905.7397092855732,1090.367108887302,11314.454185765164,1458.4768134051403,13752.39397715808,8286.740822683985,10603.048012581632,2370.1784611900302,3849.645323050168,5195.745884707767,617.0722063747241,363.3351225466446,18853.119140116003,3989.93803737255,17814.52278832407,577.5055625433243,111.78005789760272,3023.651698144033,2466.7673991679494,78.399083632816
,,,,,,,,18,2101.541335144148,15652.018486637127,8358.024815431198,913.1390816124484,1097.2679302981423,11379.713669735722,1478.9014871360102,13864.4023641178,8377.820383581276,10719.064862827952,2396.237084402168,3891.9492692634376,5229.788102861234,621.1335869684153,365.70419275833024,18976.60859301315,4016.9649135007626,17935.259849678307,581.3921262186778,112.54726179909092,3045.05500519962,2484.23520724662,79.06297989979001
