Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,thi
2000.0,1.0,1.0,1.0,2000.0,1.0,168.0,168.0,1,1615.7503687513463,13672.880749767855,7287.411420668091,796.0191598006237,857.9333923202453,8898.446491288092,1369.9912575796209,10803.960170592249,7231.085460477585,9249.978351166426,2068.268806299713,3359.246899247732,4267.294747850044,506.8048330216727,298.41767975821244,15483.563106972935,3187.002115235117,14229.532859468543,461.27067886100224,89.3071728746907,2586.825041988712,2110.309938702589,82.5507358250518
,2.0,1.0,0.0,1800.0,,,,2,1493.5810983941933,12491.434487189104,6701.028858026374,732.0552416664796,795.1902521178587,8252.323244248828,1259.0291843235195,9971.97267971664,6734.221706505972,8614.731049092248,1926.1304393338933,3128.4145005832925,3976.5993708792585,472.2878366357735,278.09425707346816,14428.686819153085,2964.159349024029,13234.629224481188,429.0207404721685,83.09360683732898,2416.424006700051,1971.322663099513,81.71986431763
,3.0,1.0,0.0,1100.0,,,,3,1496.9248623244928,12314.418119491664,6650.627123040975,726.6457931370273,800.9738407416772,8316.743598775025,1242.822668114807,9980.467039364356,6778.281447635715,8671.433305479171,1938.759186454328,3148.893692796732,4014.886110415121,476.8344103158903,280.74680078272644,14567.48461172784,2991.178442095756,13355.191807919344,432.9266469570635,83.84002658162913,2440.0396190902256,1990.60290968474,81.40314221661767
,4.0,0.0,0.0,400.0,,,,4,1443.2678158891858,11526.053344540484,6281.26378027384,686.4314733623172,780.6488425664215,8110.562207915307,1160.200438434911,9610.848488184914,6532.665824342185,8357.75762896079,1868.475407865256,3034.75723123091,3903.133339816056,463.5540325159446,272.9386234691887,14161.901559235836,2907.329361971648,12980.900335052082,420.8034133973241,81.42816680191079,2364.099460275744,1928.6623206636352,81.098654804693
,,,,,,,,5,1414.9577961324098,10855.12144483515,5981.901928849049,653.8720502715356,772.5803599645324,8030.833578556068,1083.129144122524,9400.852531960734,6360.65409848959,8138.421776088779,1819.2789932585315,2954.877806316717,3847.899937939888,457.01426944879086,269.07964631652385,13961.42271575989,2866.441582549216,12798.35733690401,414.88697225139526,80.34920655457428,2317.6414290052035,1890.796813638467,80.62862413698707
,,,,,,,,6,1412.662885476025,10584.016208281477,5826.977951988902,636.9796748912751,767.0722857379694,7975.701735552092,1036.7993084024413,9381.749713520943,6237.453273611173,7981.033000374302,1784.045685835461,2897.634791566696,3811.751724875474,452.719224160341,266.5508408310284,13830.39089056734,2840.218078557734,12681.241632734029,411.10132191900414,79.54479726857741,2278.428992586912,1858.792002687396,80.03227842676
,,,,,,,,7,1427.5459466955936,10733.620724142062,5848.464909977953,639.2692478116272,768.3595076281506,7989.533332508106,1045.1791534089089,9487.832849910286,6208.713219436998,7943.72598498048,1775.8446721880705,2884.290484404414,3796.919101975088,450.9474909123937,265.5062524191296,13776.668168991737,2840.3206599642253,12681.706999246968,411.0875308589059,79.58513052123784,2255.061030766303,1839.71950810221,79.75003913945
,,,,,,,,8,1424.4582199296608,10810.704155038828,5823.952259446406,636.5131508542195,761.3141974088153,7912.998169561894,1052.0256169982983,9464.754841846008,6099.085065905175,7803.098388313436,1744.463482301982,2833.360649984829,3734.394179987826,443.5107990099715,261.13131901671034,13550.007071439642,2802.059134323861,12510.835589714494,405.571584135902,78.54101402949242,2207.8448271176208,1801.1928132420949,78.808209608228
,,,,,,,,9,1399.0959925807622,10651.487503683882,5692.033445852821,622.0189961669442,743.4119704007303,7719.947367069454,1031.3855659810215,9284.420808386674,5914.939027166358,7567.409985970951,1691.791811741396,2747.816594715864,3623.147193678457,430.3149586822576,253.3570193568786,13146.480723637342,2727.110671682653,12176.159189282858,394.724856493086,76.42215457470263,2139.563944278429,1745.5001917613288,78.295913999622
,,,,,,,,10,1402.7229345429053,10776.803914583028,5709.7133906745285,623.9255751998393,741.8907381676976,7703.7548142439,1034.627248894,9284.54212004736,5867.566564798632,7506.962563831331,1678.2505096427628,2725.8069511285257,3600.347052572998,427.6061728783909,251.75598297598088,13063.7873254845,2718.9812413932013,12139.886417487722,393.5337614180806,76.1933163801268,2125.800148318355,1734.2632164722415,77.7935023563625
,,,,,,,,11,1418.9104757310406,10961.397003059796,5784.952375337789,632.0865234742122,747.8406789619683,7768.114434585971,1046.6652198954723,9367.066663787544,5894.267894269813,7541.123478515649,1685.898694830356,2738.2203409285244,3615.75654294233,429.42771636732607,252.8485954549804,13119.727681325656,2741.1015424731454,12238.706137420835,396.7360096632089,76.82927762018633,2134.612762685633,1741.4691531967756,77.198786372263
,,,,,,,,12,1462.9604812114617,11299.176125864224,5974.6834177582805,652.793776482015,768.591112092802,7985.587251240444,1075.6440753399509,9632.852617809038,6042.837245799256,7731.165345454634,1728.364005954464,2807.218161155017,3705.043233681126,440.02352457637454,259.08564154830543,13443.762025609069,2820.710170378164,12594.1117816695,408.2605708142691,79.05421654390517,2187.9485623751807,1784.962432647703,77.6259226222515
,,,,,,,,13,1676.7097634491647,12928.66690680534,6851.537630194473,748.5512782775916,878.4883970949317,9127.09498421124,1228.7093567493444,11021.5018284115,6877.472173575976,8798.938953363104,1967.1055807831708,3194.9720511893984,4216.298106781743,500.74395646714817,294.8173919471035,15298.950034217843,3227.1928762837424,14409.080987402218,467.09334015340926,90.44229404764236,2488.802546560006,2030.4024717476093,79.67628002714551
,,,,,,,,14,1987.2374384240288,15282.603185406542,8104.269197317665,885.3513969763786,1039.5211730199414,10798.409046912217,1448.7337413662844,13049.222067656654,8079.240442070015,10336.540411175823,2310.835311007472,3753.247123310208,4967.127089961814,589.9370310963978,347.34524304251045,18023.40323555461,3819.18127962262,17052.08871351477,552.7644460759244,107.02495556416204,2925.368170217748,2386.589606678974,81.125908051969
,,,,,,,,15,2075.0219789271428,15846.758398626893,8426.714277694855,920.574864759024,1085.6266324030282,11275.322433018137,1495.6153244100306,13618.88139905282,8373.741772093088,10713.710423006736,2395.0468208401685,3890.073137406478,5175.256246728191,614.6691758115555,361.8970533310874,18778.63037529417,3983.174060827621,17784.543098628434,576.4956858661286,111.614147171785,3039.801856546633,2479.911442642881,81.61239829446356
,,,,,,,,16,2139.512815221052,16075.173600395878,8587.309282219772,938.157753619552,1118.60889193363,11613.07426684056,1516.573392830019,14051.724232137854,8542.286487609843,10929.8300215863,2443.2727735966832,3968.3986241420334,5325.851911914191,632.5292571787393,372.42204205436536,19325.05820826748,4091.360602400425,18267.58425074416,592.1612789620033,114.64354693371088,3112.2261920593355,2539.0236743533505,81.95493535837801
,,,,,,,,17,2189.0393421397625,16243.029805223734,8681.36409604197,948.4857537940234,1141.8265739954518,11848.43559041731,1527.309077400206,14401.433032218423,8677.830435301108,11103.454870782154,2482.0381411359544,4031.3278844238416,5440.957155192419,646.1946967858239,380.4825868353778,19742.884998479643,4178.241660569124,18655.27248296553,604.760720098276,117.05547563744872,3166.351801431836,2583.185557669578,82.26837796819468
,,,,,,,,18,2211.482772953911,16470.848641566172,8795.272111066788,960.909649753985,1154.6711380781342,11975.039615408044,1556.2697278437656,14589.713974598038,8816.10327779791,11279.829185322034,2521.5954325757853,4095.555304219742,5503.382732599753,653.6279845237977,384.8358862884753,19969.36357650048,4227.11110041426,18873.53701910172,611.807462438259,118.43513446512875,3204.3560476692405,2614.1971480254792,82.534743303005
,,,,,,,,19,2090.910420660433,15738.702709400595,8396.89489573822,917.3583906246736,1092.0145253537398,11317.70117377205,1499.240951189512,13847.448541897558,8414.026752838501,10764.766409235945,2406.597187141645,3908.781335688034,5220.559781651252,620.0222037769652,365.0392590849563,18943.09653910094,3999.687801202778,17858.124915434615,578.8927015383154,112.06326792644848,3044.728634389712,2483.9336363396765,82.70676292717799
,,,,,,,,20,1906.5047980185573,14816.974168392358,7848.457666440406,857.4008243404434,998.400839623975,10344.999014865594,1413.0023835394709,12675.830261070085,7835.346635026358,10023.563895430356,2241.0873080632336,3639.944075811061,4793.508017811904,569.3127534355016,335.19258901128154,17393.497719295654,3657.026759073553,16328.265373184391,529.3176385190366,102.4559628008167,2816.511239506392,2297.737295449803,82.36366614612375
,,,,,,,,21,1739.889768330986,14168.367094730103,7429.99771384329,811.5288452240301,912.1127228463972,9452.679275092094,1355.751247711986,11599.96689517189,7304.014197296064,9342.93797386213,2089.1024618350725,3393.1235428262667,4398.653864280626,522.4077445913032,307.57958648675185,15960.743894917432,3346.905969251982,14943.503801734194,484.4116415707633,93.7559780937225,2606.08048172537,2126.027260007465,81.49375011288521
,,,,,,,,22,1649.3039939297455,13883.14361664959,7264.299456356887,793.3159544638419,866.8551931010348,8983.886048672375,1334.9898859362972,11011.9433680006,7048.827743705609,9016.060649981242,2016.110462007742,3274.575934703357,4198.811290838346,498.6913967832372,293.60217920188467,15235.485984763674,3182.1757555583413,14208.060992822822,460.5762932757949,89.17670223622643,2504.5676512390555,2043.2120194102097,81.20461601226614
,,,,,,,,23,1562.9000517386737,13349.93220040429,7025.85404080551,767.2350127622714,825.2089936137752,8552.257099992908,1300.756050085644,10454.662653997926,6807.378372300806,8707.170141501683,1947.0533255307296,3162.4081965013124,4025.5355865205424,478.08677429422426,281.5105682555027,14606.65445526049,3037.355843433544,13561.520614169687,439.61043911160647,85.07762335258037,2417.898103225572,1972.4987447490848,80.70073764153068
,,,,,,,,24,1590.1705457577048,13538.002378371855,7183.823760366626,784.592241442763,842.5195897480988,8732.583570777211,1342.5159736830242,10635.315885130654,7030.137060037149,8992.484594201002,2010.7555620610688,3265.894450696392,4147.60511639615,492.5867707540803,290.0363753687937,15049.387438070808,3114.2677676720223,13904.752064321858,450.7446845932664,87.27664797098795,2505.235836019392,2043.7829731993795,81.2277625703918
,,,,,,,,25,1550.0933483001193,13117.27474256734,6991.282928336029,763.6724265023433,823.0707357027554,8536.85258757501,1314.320811354428,10364.934534210675,6937.24580854543,8874.099731844011,1984.2234178906124,3222.741813666302,4093.890573573095,486.2105036437999,286.29129186944823,14854.378896816748,3057.4963035051755,13651.306947821353,442.5266581377188,85.67812039896313,2481.707798650649,2024.5561827490008,80.83952085616912
,,,,,,,,26,1446.327132919323,12096.230092446922,6489.021497566517,708.8944550492698,770.031998066619,7991.235983509884,1219.195979637251,9656.479096388422,6521.164189668431,8342.177918896128,1865.191464290465,3029.437624831059,3850.787595689449,457.3455792983029,269.29590227596987,13972.191574580816,2870.379182890842,12815.911611411017,415.447368875493,80.46468870700775,2339.97310844751,1908.9538950680444,79.56851225642986
,,,,,,,,27,1451.445380796956,11940.282205603437,6448.568168044935,704.5688841633063,776.6387014765811,8064.064792784456,1205.0633042354734,9677.241087429726,6572.344106594099,8407.978338059225,1879.8559209492228,3053.224193185814,3892.906081029914,462.3472558157104,272.2171682931665,14124.89616659175,2900.300637787251,12949.435170153438,419.7734954939447,81.29280391457662,2365.906481498703,1930.1245312849808,78.986365738261
,,,,,,,,28,1442.7501188869517,11521.91897446837,6279.010704723003,686.185251897329,780.3688255376034,8107.652967027895,1159.784277080548,9607.401097897064,6530.322571429159,8354.759719617647,1867.8051898317417,3033.668670463587,3901.7332944418736,463.3877567004896,272.8407209831717,14156.821716186309,2906.2865093017344,12976.244114553176,420.65247213524697,81.39895869695157,2363.251462980929,1927.9705137164165,78.572387150204
