Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,Demand_MW_z23,Demand_MW_z24,Demand_MW_z25,Demand_MW_z26,Demand_MW_z27,thi
2000.0,1.0,1.0,1.0,2000.0,1.0,168.0,168.0,1,592.2253516,5092.383505,6352.694775,2582.343842,277.5532889,318.9721578,3280.803093,5363.039195,17515.91601,4098.254998,6568.818264,1078.290309,2586.76439,3272.419981,730.5358687,1194.707524,1551.782466,181.8217404,107.7418853,5495.295213,30880.44524,1118.696333,8506.737142,270.8701604,53.73398018,913.1946176,721.8691039,33.9134
,2.0,1.0,0.0,1800.0,,,,2,591.3250591,5090.061558,6081.011161,2583.418854,277.7104453,317.7950426,3273.800468,5372.49466,17449.99932,4083.976793,6426.609994,1054.938471,2616.214288,3309.900828,738.852897,1208.303254,1572.225247,184.2180188,109.1628132,5567.604826,30168.85142,1121.203137,8693.912322,276.8378992,54.93876705,928.8370226,734.2371329,34.3634
,3.0,1.0,0.0,1100.0,,,,3,596.3748477,5087.627514,5942.130295,2597.841949,279.2951853,320.1939915,3303.258261,5382.691953,17441.7279,4106.258893,6356.831378,1043.493812,2659.439319,3364.776976,751.0749679,1228.266376,1601.16544,187.6236552,111.181084,5670.007825,29784.44783,1134.703527,8899.969319,283.3905269,56.24767405,948.5733872,749.8478102,34.8134
,4.0,0.0,0.0,400.0,,,,4,603.1998058,5073.811279,5839.081744,2606.969502,280.3179031,324.3791185,3350.886687,5366.573756,17362.62889,4142.965011,6291.630092,1032.79074,2703.103377,3420.197913,763.4025645,1248.42796,1633.550636,191.4160421,113.4278491,5784.644024,29458.63362,1152.88623,9064.170509,288.6234085,57.28348141,968.1255927,765.313967,35.3534
,,,,,,,,5,620.5965178,5083.705417,5774.726172,2634.223184,283.2992932,336.1852076,3477.521613,5363.614796,17348.16925,4252.980621,6263.615533,1028.191127,2783.132898,3521.71625,786.0012119,1285.395337,1695.922412,198.7128026,117.7527767,6005.476256,29222.75719,1193.677954,9281.429286,295.5410454,58.63963207,1002.458273,792.4683844,35.893402
,,,,,,,,6,647.9015776,5118.573749,5762.750441,2680.650309,288.3618133,353.3809424,3659.852334,5365.30316,17368.9453,4423.198872,6295.208742,1033.382715,2890.49685,3657.900974,816.3126463,1334.989944,1781.368533,208.7116115,123.6704523,6308.002748,29104.12738,1252.930207,9509.657402,302.8094316,60.08462676,1048.504856,828.8736672,36.4334
,,,,,,,,7,663.3284802,5115.438965,5838.44727,2681.632743,288.4803974,359.7488355,3728.037267,5309.552401,17184.20277,4533.018033,6397.69269,1050.202753,2913.92212,3687.628356,822.9145348,1345.810961,1811.887307,212.2747795,125.7734096,6416.145049,28949.6175,1274.966925,9437.167965,300.4845723,59.60079078,1058.501887,836.7826661,36.6134
,,,,,,,,8,664.3254092,5087.237005,6172.371152,2652.924742,285.3470012,357.7865379,3707.652516,5308.431802,17009.44328,4556.148742,6619.115831,1086.54875,2872.633438,3635.00501,811.2505077,1326.761112,1786.704374,209.319956,124.0221909,6327.067797,29160.02292,1265.324535,9174.955152,292.1396696,57.92881614,1034.771606,818.021573,35.7134
,,,,,,,,9,662.2061394,5090.425053,6458.277263,2628.227288,282.6411988,355.7284638,3681.992276,5333.646665,17030.50021,4543.04592,6769.895273,1111.298625,2818.093794,3565.74898,795.8436712,1301.569324,1751.980532,205.2396773,121.6065499,6204.206212,29364.29237,1251.53837,8926.719483,284.2268451,56.37586285,1009.722336,798.2130386,35.7134
,,,,,,,,10,661.5863879,5102.859192,6628.672018,2615.280663,281.2300075,355.1435976,3668.473429,5333.055178,17063.684,4530.510386,6855.671616,1125.38238,2781.986562,3520.019134,785.6505712,1284.898339,1726.509955,202.2519391,119.8284815,6114.041687,29482.10764,1245.651931,8764.84055,279.0705048,55.34997703,995.5873399,787.0454317,35.7134
