Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,Demand_MW_z23,Demand_MW_z24,Demand_MW_z25,Demand_MW_z26,Demand_MW_z27,thi
2000.0,1.0,1.0,1.0,2000.0,1.0,168.0,168.0,1,660.7146361,5681.304093725688,7087.367004,2880.985029,309.6515875083501,355.8604382656377,3660.219231758408,5983.260393434568,19541.585045683503,4572.207272059575,7328.484599531705,1202.991711109658,2885.9168015245355,3650.866635451492,815.0203961220259,1332.8722671041537,1731.2419752590893,202.8489403989985,120.20194736216294,6130.811467737174,34451.686473827525,1248.0705837172582,9490.518634182614,302.19557298558027,59.94817185900671,1018.803142783925,805.351343,22.843401
,2.0,1.0,0.0,1800.0,,,,2,664.6298701751684,5721.061369225035,6834.856051228832,2903.677614867702,312.1373842970557,357.1911499940049,3679.643787812735,6038.506863997544,19613.223899380784,4590.255264727897,7223.297744957178,1185.71606,2940.538602226637,3720.2194013755993,830.4462959488648,1358.093019370148,1767.1293406508717,207.0549794124942,122.6954029096582,6257.804257897789,33908.794316202184,1260.195359617999,9771.670807851637,311.1566712562444,61.74936280725044,1043.9821892291686,825.2583292518821,22.753399
,3.0,1.0,0.0,1100.0,,,,3,670.3056660669827,5718.325584296472,6678.758537329733,2919.8886982963777,313.91857974625805,359.8874894647026,3712.7533758991817,6049.968285196332,19603.92709943172,4615.299611,7144.868881084334,1172.85264,2989.122111942316,3781.898382572525,844.1835005891011,1380.5309101458597,1799.6571639364813,210.88280235184155,124.96387276787551,6372.901852343117,33476.73735,1275.369352996296,10003.272077924745,318.52160874538095,63.220531125387225,1066.1652122943026,842.8042158263918,22.4834
,4.0,0.0,0.0,400.0,,,,4,677.9766939,5702.796592032809,6562.935363554878,2930.1477676082886,315.06808085598783,364.5914343,3766.286155385817,6031.851962901358,19515.02241402916,4656.556076785911,7071.584785753592,1160.8227399588573,3038.1990733070343,3844.189689216855,858.0393127646716,1403.1918663227912,1836.057055715868,215.14532024107143,127.4891626244615,6501.749160791444,33110.53292244796,1295.8061109212413,10187.82880241751,324.40319506940864,64.38474444320427,1088.1412466715649,860.1876661660984,23.0234
,,,,,,,,5,707.7775709322267,5797.861521500526,6585.956487338095,3004.277389103146,323.0970201040248,383.4123182817076,3966.041911728573,6117.092414741558,19785.230397835923,4850.436969914159,7143.524753707099,1172.6308436241234,3174.10585729102,4016.4449868908014,896.4182242837653,1465.966957637998,1934.1646481167436,226.62786635858023,134.29462118139176,6849.122214780047,33327.95383942716,1361.3651677118414,10585.2793,337.0584867978383,66.87729491,1143.2830531580246,903.7939016,23.5634
,,,,,,,,6,728.9233414324148,5758.664602203333,6483.397250483703,3015.8725464723216,324.4222020481974,397.5721408977959,4117.526310922454,6036.248162603935,19540.976716201327,4976.331302061055,7082.440836448727,1162.609889520964,3251.960938176092,4115.330927746839,918.3946487399654,1501.9338810064232,2004.1332639763143,234.8115369860738,139.13576141113245,7096.834765335025,32743.67359299001,1409.612361469077,10698.86459,340.67653220304373,67.59836434,1179.623093,932.5264576667764,24.2834
,,,,,,,,7,726.6890793815483,5604.061551974707,6396.131024441034,2937.7801302061225,316.0358112544068,394.1117529,4084.13636667478,5816.716545322558,18825.6239,4966.008243466494,7008.795113623013,1150.517269671216,3192.257600963424,4039.867629833603,901.5186646395013,1474.3617340685928,1984.957314733042,232.55109446004727,137.78718377086938,7029.010027674178,31714.86151190836,1396.7507332908533,10338.598605110938,329.18661523298255,65.29381004561702,1159.609129976899,916.7114686588546,25.6334
,,,,,,,,8,731.9119616156504,5604.797835033111,6800.330402474204,2922.8256592778066,314.3773826245037,394.1867090617731,4084.85839660708,5848.496354,18739.93501422409,5019.678182956667,7292.525597525082,1197.0910878533823,3164.886884971969,4004.8199423705223,893.7847961827777,1461.7419633823986,1968.4785276288544,230.61556500266155,136.6398511417558,6970.765438820849,32126.67960187602,1394.0550063536848,10108.388644882389,321.86111756432354,63.822326931783685,1140.046286416972,901.2447301234092,27.8834
,,,,,,,,9,731.4146675321248,5622.435864022901,7133.245127166839,2902.9087370149605,312.18061287130195,392.9063785703604,4066.8048755035616,5891.077069,18810.392876564725,5017.849009802832,7477.430977503541,1227.442733848948,3112.618583384614,3938.412753600031,879.0189331020347,1437.599016529654,1935.0836274434116,226.68969887383716,134.31590105920927,6852.620587039082,32433.215074055137,1382.339223436961,9859.66933,313.9319783473821,62.26782043693963,1115.2504976209975,881.6359280633783,28.9634
,,,,,,,,10,712.6796013138395,5496.944497214573,7140.593302452015,2817.2544266062578,302.9489319918954,382.5707452995296,3951.783513644472,5744.918134602721,18381.48385540262,4880.394147286243,7385.1237010383265,1212.293783950889,2996.834745013403,3791.864341313129,846.3250545467946,1384.1288944674022,1859.8454398852948,217.87151908161917,129.08263531660543,6586.218930225649,31758.96164051907,1341.8515521803768,9441.734568,300.62265440981867,59.62456344140857,1072.4748897278182,847.8276377342091,29.5934
,,,,,,,,11,708.8017075651813,5549.7098882198125,7197.487328900091,2817.583616941715,302.95370713988007,379.4836126846517,3919.0142257772745,5726.4161076751225,18505.559094885622,4828.318515910177,7402.042750903357,1215.0693431013674,2955.4102614500976,3739.5976140271055,834.6131793323879,1364.9911549951732,1835.2696272830635,214.98830432796444,127.37389039400202,6499.216974,32019.77153405685,1330.544995268288,9314.728711388392,296.57343138278054,58.81587261448794,1061.0935123074498,838.8287448430774,29.6834
,,,,,,,,12,707.1995390053808,5581.983344958824,7241.897685581869,2826.1062512378057,303.8503052986671,377.3062928327338,3899.385404865353,5716.642490558731,18612.750867653333,4793.599975157339,7415.618773,1217.3000588646762,2935.049460741069,3713.8872926750537,828.8653498832525,1355.5827876522771,1821.8114981866856,213.41201159163612,126.44530210369912,6451.554507973299,32337.989436357075,1323.873352646521,9263.973463517525,294.96434648289744,58.50371405206193,1054.8969153085206,833.9287414407854,29.1434
,,,,,,,,13,698.0772417290481,5512.003267122785,7151.462323562272,2800.4833125327546,301.0746297305461,371.2076376154778,3838.6546792959866,5627.199039881796,18392.539282725786,4710.429883133247,7301.422744096992,1198.554724070787,2886.281882094802,3652.236494295794,815.0912193406891,1333.067199389446,1790.7133042318997,209.7671761670856,124.28340708119826,6341.426638730514,32212.779735872777,1304.6848669915823,9133.055554,290.79833148547897,57.67876875063313,1038.6474743905949,821.0786426,28.7834
,,,,,,,,14,692.2277627045478,5442.258172136262,7079.256786099334,2780.354606040284,298.9008789513386,367.5175243310308,3799.7899550718575,5562.669583,18166.69631793284,4660.732139543005,7227.965777558159,1186.4954785394486,2846.5687487861405,3601.990922072944,803.8757294,1314.7226129354444,1765.1112629865054,206.7760007175044,122.51579929511811,6250.778116110354,32176.76090453172,1292.750514037449,9044.353698390643,287.9677297436391,57.114926956600776,1024.5083134522745,809.9107126567955,28.6934
,,,,,,,,15,691.4622027280864,5415.570342146701,7063.056223955279,2773.2661473615767,298.1220721654375,366.90170409534375,3791.752101395184,5530.067318243991,18082.483181739528,4651.5932933890535,7197.294252516237,1181.463408423427,2822.605234627566,3571.7043719797493,797.1178821942542,1303.660470773424,1754.0952251543067,205.48226636258025,121.74574332184626,6211.808357462693,32370.005167761185,1290.3166228432306,9022.404435498443,287.26752392642913,56.97523378337972,1016.5865179750964,803.6408577,28.6934
,,,,,,,,16,687.4664695933782,5347.565706230878,6962.447576713499,2746.4316807746704,295.2356629620829,364.9614560137553,3770.6181780080256,5439.839681294417,17856.29327172203,4622.729462708728,7108.293064912959,1166.8460765232576,2788.3568356558617,3528.4687129652752,787.4416751216451,1287.8347287684303,1741.0449475079288,203.94992380735053,120.83756251648592,6165.575932331648,32227.60209097414,1281.7490503026363,8952.541875636374,285.0521722074121,56.53064722841791,1006.7623562075654,795.8832546957619,28.0634
,,,,,,,,17,696.7254122,5310.635354478965,6997.306225523064,2745.747992702988,295.17726769694826,370.0958228398311,3820.306013640607,5419.802389282496,17753.315869080656,4693.174487595956,7148.115902639923,1173.3867953376248,2794.604634825475,3536.493089653526,789.2061659254442,1290.7220661464655,1758.992077675748,206.04909214094783,122.0783502783137,6229.167358290742,32351.969059287945,1294.8414772300084,8999.012809,286.5268760811984,56.82006547462248,1011.6591764888722,799.7608866946376,27.4334
,,,,,,,,18,710.1607103051421,5322.547968030656,7177.860927940744,2757.7919675647904,296.4749999901194,376.9203028617117,3886.78503131192,5433.071315892367,17775.748052279723,4798.227686324612,7253.371127960807,1190.6633555111118,2821.7975102281853,3570.908102167776,796.8864611,1303.2845543206122,1785.2439822503247,209.12314876317944,123.89884501401896,6322.157388865755,32589.14510146525,1317.6038946481003,9082.281352978916,289.17386973601066,57.34080447470719,1021.3625991409556,807.4266982994616,27.3434
,,,,,,,,19,701.8554656389009,5250.644398886568,7268.372222021267,2721.1946312504583,292.5426386036779,373.6028385937261,3847.2676204020154,5404.872963713862,17496.76388935584,4765.412217938931,7272.318855552695,1193.7736479692066,2795.1832700981804,3536.955293310328,789.3631694629096,1290.9940474138757,1759.7817093532806,206.13629379488677,122.1317555417682,6232.052020773016,32380.972284489417,1304.1138952169576,8935.505540935175,284.5032890470363,56.40984801134631,1005.6557226270078,795.0046595,29.9426
,,,,,,,,20,685.1867896990987,5169.344255535053,7184.694039256176,2674.7162795256227,287.5210292410363,365.67567318095104,3759.954934710277,5372.609305956766,17307.309938341095,4682.648131676357,7193.4388311882885,1180.8292979685598,2748.620559574448,3477.7338146526204,776.2091663015535,1269.482166886948,1718.3470484456273,201.2897158844953,119.25512468071318,6085.349975200875,32071.90370898177,1275.0223928842795,8713.346357099206,277.4256749560808,55.00725760899854,982.16555127401,776.4168658913388,31.2926
,,,,,,,,21,680.4160624071196,5315.491148655544,7287.915059244121,2719.474840914113,292.3146573407115,364.2971725449776,3743.511018590361,5509.559953,17813.243006089062,4675.436486131867,7319.186744903654,1201.4712049857917,2781.100038860456,3518.5241857049127,785.3818723218993,1284.4873584597246,1716.2108543230102,201.03599615003816,119.1075963190778,6077.786193617127,32716.813158299945,1269.2997715411295,8744.410418,278.4218757414961,55.20801486495942,986.9808352394524,780.2134609440187,34.7126
,,,,,,,,22,648.9809973,5317.237093365161,7196.362209179517,2684.7651185359496,288.5375686560299,347.5797129356769,3572.808665441144,5493.993862656524,17873.44961131135,4472.251202830502,7201.708884217745,1182.1857733407378,2703.4258589183355,3419.974918617699,763.4608443255725,1248.6155545296626,1646.241766468713,192.84821989790325,114.25889020311833,5829.944772442642,32631.09715168335,1212.3810872234492,8529.328642,271.57394147560353,53.85513121751048,953.2252138,753.5340091,32.1026
,,,,,,,,23,635.3119590545527,5370.268701253891,7171.795845580955,2702.040428711708,290.37285760224484,340.82946620648147,3503.694867740802,5551.785443,18201.53966755533,4383.791178936832,7169.579326163588,1176.909376467137,2688.4020651798864,3400.8227205600638,759.2230010558866,1241.664338769243,1622.4401171267546,190.07340340240796,112.6171699693887,5745.641208460801,33162.94122184479,1188.1451941561606,8589.301192301482,273.48961122984656,54.25380723756374,944.6613919,746.7338933,30.4826
,,,,,,,,24,640.7415458938788,5501.709529297425,7140.522559747878,2776.2272083943767,298.3483677350272,344.8558849606542,3544.943029149218,5733.838293734878,18842.78382105486,4434.605638102758,7237.187951565359,1188.010125007052,2758.613122644425,3489.6250326047784,779.0575765,1274.0867766543804,1655.707076,193.98230342367816,114.94252304184371,5863.380500740908,33868.13430533924,1204.340553872964,8946.700987524144,284.8759881436852,56.504436902532696,969.4658781477498,766.3542579031462,27.1391
,,,,,,,,25,643.4325611403171,5532.7002673447205,6901.985296476124,2805.628140920608,301.5521423828022,346.5523249,3564.480194688873,5826.758404801357,19030.4428389946,4452.613692059993,7136.7960655088345,1171.5254898994765,2810.430914437926,3555.372230877397,793.7022009604569,1298.0088069370595,1685.9585020158654,197.5430936737886,117.05786828774971,5970.450038759588,33550.54611048344,1215.4252506609375,9242.278554068447,294.2911521483571,58.380129104064125,992.1546756628202,784.2860577580844,25.003399
,,,,,,,,26,646.6316412204367,5566.134579130205,6649.767613885159,2825.045797568632,303.6846794759064,347.5183856680476,3579.9987457572897,5874.983625034024,19082.09625958868,4465.950792535786,7027.6902761149,1153.6067757466722,2860.908586502015,3619.4755685259775,807.9577451933031,1321.3157540058864,1719.2753396604016,201.44791434829364,119.37280178630051,6088.3424283266095,32990.541509536924,1226.069170549612,9507.05319681404,302.7305242210742,60.07718522467989,1015.7110697541192,802.9102690409258,24.8234
,,,,,,,,27,652.9500797802237,5570.266425440844,6505.8318026309535,2844.286800809283,305.79058490209906,350.5692654,3616.6225883512298,5893.322217706001,19096.34128365029,4495.800052815474,6959.873595,1142.4850836378248,2911.727619605905,3683.9772892128094,822.3258611150104,1344.786137953855,1753.0603547843978,205.42261477191863,121.72830221201856,6207.8943735247385,32609.956072389585,1242.347428859371,9744.266880017018,310.2744320547615,61.58362211717404,1038.5600117497715,820.9822888591842,24.9134
,,,,,,,,28,674.0149422990819,5669.4723439766985,6524.584901198064,2913.025471648223,313.2269829469942,362.4609470746711,3744.2778911830014,5996.604882314566,19400.98653,4629.345527139656,7030.262034407438,1154.0394811995309,3020.445380372558,3821.726196312834,853.0253666350812,1394.992325,1825.3280704219983,213.8881202157644,126.7441806824966,6463.756239540225,32917.05177779005,1288.234077871125,10128.296303110195,322.5075474922549,64.00851268388602,1081.7827016596616,855.1611661499181,25.093401
,,,,,,,,29,673.6175034963544,5518.034428,6268.092899995438,2859.279408914739,307.5031153967227,364.9073653330059,3774.625477071425,5821.858010628118,18830.31909,4616.336228677784,6798.750777618749,1116.035169586553,3020.911302127529,3822.5959059938896,853.1536334717875,1395.2137546709748,1840.8144240841784,215.68993399734373,127.8130463134725,6518.557237388554,31719.418619591142,1295.6604493882128,10074.393015666388,320.7907480170205,63.64953947553849,1088.1038163495898,860.1733321924899,25.1834
,,,,,,,,30,704.3466981070577,5564.503381243402,6264.800681126194,2914.188295637752,313.4838656095573,384.1674546,3978.698302853108,5832.727833807587,18882.126069383736,4808.547513934271,6843.646696631101,1123.410913500879,3142.316645638428,3976.576940011597,887.4297222092221,1451.2941344190428,1936.561181144616,226.89454617899497,134.44460969786215,6857.555314598977,31639.676037533158,1362.0853606643543,10338.137801484852,329.1901588831546,65.31919341350581,1139.8504939975217,901.0850579490808,25.2734
,,,,,,,,31,729.0928264014007,5622.598704,6417.288189623248,2947.4977390615827,317.0811966345145,395.4153984,4097.645900392309,5835.957119397298,18887.89542139809,4982.434838903918,7031.978853196291,1154.322958426873,3202.816972106647,4053.230731,904.5007141362582,1479.238637719695,1991.523169876874,233.3203285329571,138.2429571432241,7052.260634275991,31819.768143929257,1401.3709147520665,10372.796691048372,330.2755009,65.50978934923548,1163.444892849169,919.7437730148368,25.003399
,,,,,,,,32,730.1885939,5591.600718101305,6784.318271771574,2915.943542717657,313.6371462767665,393.25855282035866,4075.2401453344046,5834.725421711823,18695.80976279552,5007.858795016135,7275.354538751619,1194.2724043737253,3157.434808,3995.3901504982914,891.6802809416806,1458.3001301204908,1963.8435270326709,230.0725551266208,136.31811748674488,6954.351999958649,32051.033778455498,1390.7725495247828,10084.587324858883,321.1032599342502,63.67205019814058,1137.3619212369338,899.1226496420634,23.7434
,,,,,,,,33,727.8592134019035,5595.104838679789,7098.569960021448,2888.797509394245,310.6630826676032,390.9964351846312,4047.0358732764103,5862.440161,18718.954336960745,4993.4569203648025,7441.082700619631,1221.4760551215466,3097.487942601269,3919.2678738035256,874.7459650649217,1430.6107544837637,1925.67706,225.58774554706136,133.66298275393837,6819.309553981412,32275.555112325783,1375.6195828288242,9811.740838153197,312.40593464253016,61.96513252380358,1109.8291926294298,877.3502386440493,23.3834
