Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9,Demand_MW_z10,Demand_MW_z11,Demand_MW_z12,Demand_MW_z13,Demand_MW_z14,Demand_MW_z15,Demand_MW_z16,Demand_MW_z17,Demand_MW_z18,Demand_MW_z19,Demand_MW_z20,Demand_MW_z21,Demand_MW_z22,Demand_MW_z23,Demand_MW_z24,Demand_MW_z25,Demand_MW_z26,Demand_MW_z27,thi
2000.0,1.0,1.0,1.0,2000.0,1.0,168.0,168.0,1,580.0449835112996,4987.647858009286,6222.038157961153,2529.2324744259217,271.844818,312.41182013580703,3213.3264317404924,5252.736940834241,17155.66411994204,4013.9657076352055,6433.716610183829,1056.112986056387,2533.5621040622023,3205.1157364199357,715.5108520667359,1170.1358347221387,1519.866774801384,178.0821914105709,105.52594534616438,5382.272833923489,30245.323505172328,1095.6879742445874,8331.778084094161,265.2991421,52.62882711987852,894.4128371,707.0223375612211,33.7334
,2.0,1.0,0.0,1800.0,,,,2,584.9652427,5035.316952094781,6015.608698940074,2555.633679479653,274.7236153,314.3770948478173,3238.590105345,5314.712431016317,17262.321169465144,4040.0528253829225,6357.490549019878,1043.592401762649,2588.076392910036,3274.302198194375,730.9063899,1195.3077168061234,1555.315657578538,182.23671807816928,107.98874585377656,5507.724149260775,29844.37953487577,1109.1443785884849,8600.407598097494,273.8604535798193,54.34788988577426,918.8471991208036,726.3402692186653,33.0422
,3.0,1.0,0.0,1100.0,,,,3,596.3227559,5087.183122834725,5941.611265699248,2597.615033904489,279.2707895498198,320.1660233464025,3302.969730333342,5382.221788604691,17440.204411477385,4105.900222,6356.276125048775,1043.4026654502047,2659.207024119783,3364.4830712216085,751.0093633992982,1228.159090124583,1601.0255828048728,187.60726670871543,111.17137265751096,5669.512564264163,29781.8462345296,1134.6044138795964,8899.191929,283.3657734910215,56.2427609650152,948.4905317444192,749.7823129169494,33.2222
,4.0,0.0,0.0,400.0,,,,4,606.1570849232877,5098.686414,5867.708734400416,2619.750568405132,281.69220441142284,325.9694367129106,3367.3149202308045,5392.884203,17447.751825609044,4163.276529540904,6322.475769583661,1037.854154129253,2716.355754208528,3436.965956021814,767.1452621531056,1254.548569194211,1641.559367247214,192.3544884739064,113.98394645589634,5813.004124878659,29603.05906844481,1158.5384304354232,9108.608989277223,290.03842880224863,57.564322426435446,972.871976282524,769.0660356058099,33.5822
,,,,,,,,5,626.1402406589134,5129.117617555884,5826.311188,2657.754419854738,285.8299757,339.1883143800388,3508.5859443133645,5411.527397872078,17503.138601123148,4290.972045981598,6319.567745764814,1037.3758491157098,2807.99432898584,3553.175367471348,793.0224773085079,1296.8776369170434,1711.0719073093449,200.48788293033547,118.80464976441876,6059.122537912883,29483.80097747728,1204.3409522189795,9364.339309149154,298.1810821749485,59.16345367836536,1011.4131267295692,799.5474203563357,33.6722
,,,,,,,,6,650.7989812829527,5141.463914846546,5788.521352020264,2692.6381271677164,289.65136194382006,354.9612552868952,3676.219125166464,5389.296695142219,17446.61889299213,4442.979333798826,6323.360797,1038.0039830291032,2903.4230973836693,3674.259038209434,819.9631810955008,1340.9599942190366,1789.3347796875246,209.64496590783148,124.22350422810356,6336.212017216231,29234.28048812897,1258.533286978012,9552.184410959631,304.16358964313235,60.35332407460573,1053.1937500411268,832.5803746061118,33.5822
,,,,,,,,7,667.7804358251682,5149.771438362089,5877.632242294249,2699.630627966991,290.4165450723946,362.1633041682754,3753.058137640638,5345.187673678412,17299.53523006873,4563.441564246021,6440.6310599406615,1057.251231048203,2933.4790249659127,3712.378021,828.4375585908604,1354.8434251663462,1824.0478608194744,213.69947012594852,126.61754282579906,6459.207263,29143.914011451943,1283.5239167346326,9500.505894787992,302.50128648579044,60.00080387344679,1065.606064786117,842.3987664544553,32.7722
,,,,,,,,8,679.7536590951387,5205.382664387927,6315.717895816001,2714.536093119053,291.97388126302945,366.0957490842592,3793.758795593087,5431.714475484837,17404.469478821466,4661.960442363496,6772.837744064325,1111.7826868716074,2939.3472897108463,3719.424128325839,830.0909364942049,1357.573725217898,1828.1986798688124,214.18118896268624,126.90247415384977,6474.007206102589,29837.23338220329,1294.7103493936822,9388.033710703092,298.9243021822493,59.274151180805774,1058.8030738274936,837.0192525468059,31.6022
,,,,,,,,9,677.5851715041322,5208.644751477608,6608.263871957515,2689.2650663786885,289.2052395208161,363.9898784186906,3767.502623839426,5457.514926956001,17426.015431618904,4648.553321142904,6927.118878265474,1137.1073513370732,2883.541020261232,3648.559701579856,814.3262925680409,1331.7968854194926,1792.6684133914953,210.00615014724545,124.43073251732274,6348.292291414413,30046.24677890921,1280.6040148877423,9134.033032983169,290.8277107798082,57.68513220046838,1033.1720612745328,816.7506861,32.657
,,,,,,,,10,669.3342915,5162.619280296715,6706.301050461084,2645.908473,284.52351993715365,359.30271931281953,3711.435283626674,5395.511113575015,17263.51848748894,4583.567640712837,6935.959063380812,1138.5618438716458,2814.566681964691,3561.2424259790764,794.8514026684192,1299.9459100622344,1746.7292840939429,204.62053157135864,121.23180471891234,6185.6438337094005,29827.37551209213,1260.2398838286967,8867.486464000956,282.3387270030724,55.99818607553149,1007.2467615688206,796.2625984586489,32.837
,,,,,,,,11,665.9573018045751,5214.250732624207,6762.426204914495,2647.2712510709166,284.64129138686457,356.5452510697894,3682.12450912073,5380.275723625973,17386.967429225384,4536.4647641074125,6954.617018583301,1141.622956887179,2776.766791662769,3513.5529588764434,784.1639417997905,1282.4825573435885,1724.3344591645507,201.9930673722677,119.67461627389028,6106.363674727283,30084.296394360063,1250.118538825565,8751.688283859521,278.6466793781507,55.26067362926608,996.9543877737144,788.1246921804899,32.207
,,,,,,,,12,665.2447938090904,5250.831136832311,6812.270748093325,2658.446968208461,285.8243289885728,354.9225262949083,3668.053634890861,5377.501603,17508.545933989644,4509.218758204737,6975.685799314474,1145.083504723642,2760.9271013895823,3493.5602329726903,779.6927576537754,1275.162584708684,1713.7321896090923,200.751304,118.94391085775788,6068.814827624132,30419.53215219252,1245.3343178776922,8714.386501521334,277.46553134497344,55.032970251036616,992.3149580968872,784.4557625581663,32.2322
,,,,,,,,13,667.7609864526381,5272.626750970208,6840.887011203224,2678.8632941093174,287.9994930743871,355.0867489375571,3671.948721532229,5382.819775831184,17593.78395488351,4505.864276,6984.334917,1146.5036202592971,2760.9357841178307,3493.6263473489494,779.6932547574464,1275.174457581677,1712.9458045731312,200.65736011644097,118.88599935828896,6066.029738066332,30813.83590092316,1248.0247194912604,8736.423165948101,278.1694762180705,55.17388222383254,993.5408585412764,785.4206548417219,32.2934
,,,,,,,,14,671.6702151644354,5280.635817288573,6869.019396370406,2697.784569021357,290.02422106518827,356.60311236243103,3686.945069540776,5397.471290786158,17627.18787,4522.3192822544725,7013.312078160267,1151.2593344256886,2762.032306400853,3495.0202057724878,780.0024980851375,1275.678422462811,1712.6915816945252,200.63523651542093,118.8773662473248,6065.144607592034,31221.18626910054,1254.358843576274,8775.757520742662,279.4157608496238,55.41874704383194,994.0828097470368,785.8582564050594,33.1034
,,,,,,,,15,663.4212025756093,5195.951672911062,6776.626741806465,2660.801350075172,286.0322702383535,352.0226684808296,3637.984446657317,5305.805431039915,17349.180751533208,4462.956332851564,6905.420989688602,1133.5512948110863,2708.139579813316,3426.8603552798627,764.7922069,1250.792876108801,1682.9610629659023,197.14930435876943,116.80856469721245,5959.899694326023,31057.2981,1237.990163818949,8656.517127,275.6179085889001,54.66470613211571,975.3606887206872,771.0506548645681,35.1734
,,,,,,,,16,660.1640971268666,5135.189921871511,6685.937600699065,2637.3585782760297,283.5105325126576,350.4672020410465,3620.8700426758905,5223.799284117436,17147.139892846437,4439.140171906745,6825.990911363326,1120.505392866106,2677.618697486522,3388.337417405812,756.1688395,1236.689043858239,1671.9002550170858,195.85015890158212,116.0385617132586,5920.713298267991,30947.69967404501,1230.8450549402755,8596.996341968037,273.73147378469747,54.28556204293078,966.7793141,764.2751661,37.8734
,,,,,,,,17,672.3162939649137,5124.582249333187,6752.162195851273,2649.553299245203,284.83601028466035,357.1298644479113,3686.4651925333055,5229.924719946366,17131.34517751538,4528.753542054715,6897.688398046444,1132.2782947086944,2696.698295,3412.595386885873,761.5570716138221,1245.5028348761075,1697.367447827573,198.83035636897296,117.80145031733292,6010.934349973712,31218.548310302776,1249.4779262742818,8683.740875720563,276.48867698743726,54.82942802533424,976.2166505816416,771.7420176871501,39.842598
,,,,,,,,18,672.3916968728588,5039.474879388305,6796.115328855195,2611.122234425594,280.7073461415256,356.8742657110964,3680.0712073481295,5144.120180563688,16830.36701779957,4543.039919237245,6867.609612875615,1127.339407,2671.7237219708795,3380.993799504829,754.5050465554133,1233.9709875125131,1690.2980031682896,198.0011943942252,117.30943916028178,5985.921317401762,30855.93198333176,1247.5287715481334,8599.251524041963,273.79451741217986,54.291205161486126,967.0427006075502,764.4847144,42.9926
,,,,,,,,19,670.8483836499463,5018.677606089823,6947.264779751372,2600.975712726716,279.61847682887134,357.0975402599209,3677.300229137684,5166.0925490408745,16723.779109697854,4554.882366,6951.037056031941,1141.0342462105564,2671.6956275944744,3380.6971060621786,754.4901083942506,1233.9595720337131,1682.036791181405,197.02945445898595,116.73612988529304,5956.727887204242,30950.422104769365,1246.499802,8540.746268570852,271.93429551276444,53.91773265725404,961.2271315982672,759.8823645905734,45.3326
,,,,,,,,20,660.5977774553536,4983.834156533722,6926.859924012339,2578.729853145917,277.2028821100229,352.5528229738787,3625.023001819216,5179.804718957877,16686.209732706586,4514.603893267289,6935.290895247497,1138.453369970484,2649.981961153037,3352.929833264519,748.3536720322058,1223.9247903962143,1656.6814453598065,194.0661158927363,114.97546581252172,5866.967561387265,30920.95269119188,1229.2661966163266,8400.654134365619,267.46981558929406,53.03323512173418,946.9189862077644,748.5539179935311,46.5134
,,,,,,,,21,639.1574362194167,4993.173857187488,6845.995211,2554.5730961034446,274.58947146879035,342.20715778239685,3516.5144347661067,5175.474843994659,16733.095174512455,4391.930412563837,6875.370664434225,1128.617176310411,2612.461505419584,3305.170206968987,737.7583976936078,1206.5994503200577,1612.1443779272429,188.84570630578696,111.88522744192409,5709.245351526907,30732.952343233603,1192.3327984087148,8214.172552046482,261.5391113148912,51.86034720435148,927.1329339545968,732.9033850798155,47.0534
