,pjm_avg,day,thi
51974,0.2769,2165,59.217258654324
51975,0.2295,2165,61.248820698907
51976,0.0852,2165,62.3733585245828
51977,0.0001472,2165,61.234899442864
51978,0.0,2165,57.8534
51979,0.0,2165,59.1500035225471
51980,0.0,2165,59.023396937841
51981,0.0,2165,57.5726
51982,0.0,2165,54.3326
51983,0.0,2165,52.0034
51984,0.0,2166,51.6434
51985,0.0,2166,50.6534
51986,0.0,2166,49.9334
51987,0.0,2166,49.2134
51988,0.0,2166,48.4034
51989,0.0,2166,47.0534
51990,0.0,2166,45.9734
51991,1.67e-05,2166,45.5234
51992,0.01113,2166,44.5334
51993,0.0408,2166,43.7234
51994,0.0875,2166,42.823402
51995,0.1176,2166,42.1934
51996,0.1378,2166,41.6534
51997,0.1334,2166,41.9234
51998,0.11096,2166,43.3634
51999,0.08264,2166,46.362198
52000,0.03888,2166,49.9874
52001,0.000683,2166,54.1274
52002,0.0,2166,56.8274
52003,0.0,2166,57.0074
52004,0.0,2166,55.477398
52005,0.0,2166,53.6774
52006,0.0,2166,51.7874
52007,0.0,2166,51.2222
52008,0.0,2167,51.132202
52009,0.0,2167,51.4022
52010,0.0,2167,51.7622
52011,0.0,2167,51.8522
52012,0.0,2167,51.6722
52013,0.0,2167,51.5822
52014,0.0,2167,51.2222
52015,4.8e-06,2167,50.7722
52016,0.02637,2167,50.3222
52017,0.08545,2167,50.6822
52018,0.1186,2167,50.4122
52019,0.1472,2167,50.2322
52020,0.1659,2167,50.0522
52021,0.1719,2167,50.476997
52022,0.1654,2167,51.107
52023,0.1473,2167,52.7522
52024,0.0783,2167,55.7222
52025,0.001589,2167,58.427240658676
52026,0.0,2167,60.025622378248
52027,0.0,2167,59.51457512741325
52028,0.0,2167,60.170431804939774
52029,0.0,2167,59.589082215401
52030,0.0,2167,58.600656224666
52031,0.0,2167,57.1622
52032,0.0,2168,56.8634
52033,0.0,2168,57.1334
52034,0.0,2168,57.1334
52035,0.0,2168,57.4034
52036,0.0,2168,57.583397
52037,0.0,2168,57.673397
52038,0.0,2168,58.211146343419
52039,5e-07,2168,58.658725139612
52040,0.02727,2168,58.750738957297
52041,0.0796,2168,58.663399963513
52042,0.11444,2168,58.5734
52043,0.1273,2168,58.123398
52044,0.1321,2168,57.4034
52045,0.1255,2168,56.6834
52046,0.1103,2168,56.8634
52047,0.0844,2168,57.7922
52048,0.03677,2168,59.92509974212401
52049,0.0002537,2168,61.77228111970528
52050,0.0,2168,63.206558706170505
52051,0.0,2168,64.1127943284499
52052,0.0,2168,63.76816294222781
52053,0.0,2168,62.03769546897641
52054,0.0,2168,59.167246734641
52055,0.0,2168,57.4034
52056,0.0,2169,56.5934
52057,0.0,2169,55.783398
52058,0.0,2169,55.2722
52059,0.0,2169,54.6134
52060,0.0,2169,54.1634
52061,0.0,2169,54.0122
52062,0.0,2169,53.742203
52063,0.0,2169,53.8322
52064,0.01193,2169,54.1022
52065,0.04593,2169,54.3722
52066,0.0772,2169,54.9122
52067,0.0988,2169,55.2722
52068,0.11456,2169,55.542202
52069,0.10834,2169,55.812202
52070,0.0923,2169,56.3522
52071,0.06464,2169,57.882202
52072,0.03119,2169,60.611560524428
52073,0.0011635,2169,63.025074523553
52074,0.0,2169,63.94202703749434
52075,0.0,2169,63.2556881454762
52076,0.0,2169,63.051224169687
52077,0.0,2169,61.8783569046068
52078,0.0,2169,60.596633937506
52079,0.0,2169,60.26306034723
52080,0.0,2170,60.424233851905
52081,0.0,2170,60.4284563012625
52082,0.0,2170,60.343929928075
52083,0.0,2170,60.247324014805
52084,0.0,2170,60.06322785984989
52085,0.0,2170,60.296174660271575
52086,0.0,2170,60.736413639409264
52087,1.3e-06,2170,60.998200862472
52088,0.07874,2170,61.00336375480551
52089,0.2072,2170,61.428669048665
52090,0.251,2170,61.6963939149415
52091,0.2524,2170,61.715487427605
52092,0.2524,2170,61.659195384547
52093,0.2642,2170,61.94505130719
52094,0.2737,2170,62.680754543827
52095,0.2651,2170,63.39588489044574
52096,0.1367,2170,64.1005265687472
52097,0.00783,2170,65.09839083135401
52098,0.0,2170,65.5899141594785
52099,0.0,2170,67.33200790675801
52100,0.0,2170,67.205058304156
52101,0.0,2170,66.35777199604689
52102,0.0,2170,65.140783346151
52103,0.0,2170,64.218008972247
52104,0.0,2171,63.59214682153362
52105,0.0,2171,62.736884184505
52106,0.0,2171,62.171717233214
52107,0.0,2171,61.833627167139
52108,0.0,2171,61.959990882217
52109,0.0,2171,62.00915631961558
52110,0.0,2171,62.585678998186005
52111,0.0003119,2171,62.49834418629985
52112,0.06604,2171,62.64349189501913
52113,0.289,2171,62.28583593885721
52114,0.3936,2171,62.117276244623
52115,0.3806,2171,62.08876965024234
52116,0.3564,2171,61.9687031633438
52117,0.36,2171,60.5183759613748
52118,0.3828,2171,54.8834
52119,0.3599,2171,51.8234
52120,0.1791,2171,51.373398
52121,0.00908,2171,51.193398
52122,0.0,2171,51.283398
52123,0.0,2171,51.542603
52124,0.0,2171,51.362602
52125,0.0,2171,50.9126
52126,0.0,2171,49.9334
52127,0.0,2171,49.6634
52128,0.0,2172,49.4834
52129,0.0,2172,49.4834
52130,0.0,2172,49.5734
52131,0.0,2172,49.7534
52132,0.0,2172,49.7534
52133,0.0,2172,49.8434
52134,0.0,2172,49.8434
52135,0.0002837,2172,49.123398
52136,0.09247,2172,48.8534
52137,0.3684,2172,48.4934
52138,0.475,2172,48.0434
52139,0.4512,2172,46.3334
52140,0.4194,2172,46.873398
52141,0.4382,2172,45.6134
52142,0.4897,2172,46.1534
52143,0.4807,2172,45.9734
52144,0.2416,2172,45.9734
52145,0.00977,2172,45.9734
52146,0.0,2172,46.4
52147,0.0,2172,46.873398
52148,0.0,2172,47.1434
52149,0.0,2172,47.1434
52150,0.0,2172,47.1434
52151,0.0,2172,47.1434
52152,0.0,2173,47.3234
52153,0.0,2173,47.4134
52154,0.0,2173,47.4134
52155,0.0,2173,47.3234
52156,0.0,2173,46.873398
52157,0.0,2173,46.0634
52158,0.0,2173,45.5234
52159,0.0002594,2173,44.5334
52160,0.1116,2173,44.4434
52161,0.4138,2173,44.2634
52162,0.4985,2173,44.0834
52163,0.4565,2173,44.0834
52164,0.4167,2173,44.3534
52165,0.4253,2173,45.7034
52166,0.4558,2173,46.693398
52167,0.4197,2173,47.8634
52168,0.2024,2173,49.4834
52169,0.004673,2173,50.1134
52170,0.0,2173,50.0234
52171,0.0,2173,50.5634
52172,0.0,2173,50.1134
52173,0.0,2173,49.3034
52174,0.0,2173,48.0434
52175,0.0,2173,47.4134
52176,0.0,2174,47.1434
52177,0.0,2174,46.693398
52178,0.0,2174,46.1534
52179,0.0,2174,45.6134
52180,0.0,2174,45.0734
52181,0.0,2174,44.623398
52182,0.0,2174,44.1734
52183,3.237e-05,2174,43.4534
52184,0.0217,2174,43.0934
52185,0.10034,2174,42.823402
52186,0.1621,2174,42.4634
